Video Name,Track ID,Class Name,Max Confidence,Timestamp (s),Saved Image Path
video,1,Pothole,0.67,0.40,C:\Users\WestM\Desktop\CSE491-SD-SmartTrashBin\backend\uploads\anomaly_sessions\driver_8\road-1778176725023\analysis\extracted_anomalies\Pothole\video_Pothole_id_1.jpg
video,3,Pothole,0.57,2.33,C:\Users\WestM\Desktop\CSE491-SD-SmartTrashBin\backend\uploads\anomaly_sessions\driver_8\road-1778176725023\analysis\extracted_anomalies\Pothole\video_Pothole_id_3.jpg
