Video Name,Track ID,Class Name,Max Confidence,Timestamp (s),Saved Image Path
video,1,transverse crack,0.77,3.00,C:\Users\WestM\Desktop\CSE491-SD-SmartTrashBin\backend\uploads\anomaly_sessions\driver_8\road-1778156837570\analysis\extracted_anomalies\transverse_crack\video_transverse_crack_id_1.jpg
