Video Name,Track ID,Class Name,Max Confidence,Timestamp (s),Saved Image Path
video,1,Pothole,0.52,21.00,C:\Users\WestM\Desktop\CSE491-SD-SmartTrashBin\backend\uploads\anomaly_sessions\driver_1\road-1778011261457\analysis\extracted_anomalies\Pothole\video_Pothole_id_1.jpg
