Video Name,Track ID,Class Name,Max Confidence,Timestamp (s),Saved Image Path
video,1,longitudinal crack,0.73,5.26,C:\Users\WestM\Desktop\CSE491-SD-SmartTrashBin\backend\uploads\anomaly_sessions\driver_8\road-1778176767339\analysis\extracted_anomalies\longitudinal_crack\video_longitudinal_crack_id_1.jpg
